work_id,period_bin,year,title,sources,volumes,n_rows,n_junk,n_explanatory,n_divine_teleology,n_non_divine_teleology,n_internal_essence,below_min_explanatory
60821,1910_1929,1914,"A contribution to the zoögeography of the West Indies, with especial reference to amphibians andreptiles",BHL,1,958,924,34,0,5,29,0
946,1910_1929,1914,"The germ-cell cycle in animals,  by Robert W. Hegner ...",BHL,1,763,686,77,0,16,61,0
111654,1910_1929,1914,"Natural History Reports / British Antarctic (""Terra Nova"") Expedition, 1910-13. Zoology",BHL,3,2667,2471,196,0,57,139,0
1179,1910_1929,1914,"Defensive ferments of the animal organism against substances out of harmony with the body, the blood-plasma and the cells; their demonstration, and their diagnostic significance for testing the functi",BHL,1,309,248,61,0,49,12,0
1386,1910_1929,1914,A mechanico-physiological theory of organic evolution,BHL,1,85,66,19,0,4,15,1
1421,1910_1929,1914,An introduction to the study of fossils (plants and animals),BHL,1,1200,936,264,0,144,120,0
118890,1910_1929,1914,Guide to the galleries of mammals in the Department of Zoology of the British Museum,BHL,1,418,264,154,0,98,56,0
123045,1910_1929,1914,Cumulative index to service and regulatory announcements. 1914-41 : Bureau of Entomology and Plant Quarantine. Nos. 1-149 inclusive,BHL,1,187,187,0,0,0,0,1
67391,1910_1929,1914,The butterflies of Australia : a monograph of the Australian Rhopalocera : introducing a complete scheme of structural classification and giving descriptions and illustrations of all the butterflies f,BHL,1,936,879,57,0,20,37,0
13961,1910_1929,1914,The Deseado Formation of Patagonia,BHL,1,460,399,61,0,17,44,0
14851,1910_1929,1914,Life-histories of African game animals,BHL,1,1200,1097,103,0,59,44,0
15093,1910_1929,1914,Ethnozoology of the Tewa Indians,BHL,1,496,470,26,0,21,5,1
54408,1910_1929,1915,Principles of economic zoo̤logy,BHL,1,1200,769,431,0,310,121,0
54483,1910_1929,1915,An ecological study of prairie and forest invertebrates,BHL,1,1200,1132,68,0,67,1,0
49250,1910_1929,1915,Animal castration,BHL,1,269,235,34,0,28,6,0
14535,1910_1929,1915,"Propagation of wild birds; a manual of applied ornithology, treating of practical methods of propagation of quails, grouse, wild turkey, pheasants, partridges, pigeons and doves, and waterfowl, in Ame",BHL,2,2400,2147,253,0,249,4,0
55374,1910_1929,1915,A course in invertebrate zoölogy; a guide to the dissection and comparative study of invertebrate animals,BHL,1,958,688,270,0,138,132,0
56089,1910_1929,1915,Practical zoology,BHL,2,2400,1638,762,0,642,120,0
56134,1910_1929,1915,The wonder of life,BHL,1,1200,978,222,1,174,47,0
56651,1910_1929,1915,Handbook of medical entomology,BHL,1,1200,1040,160,0,124,36,0
57377,1910_1929,1915,Social adaptation; a study in the development of the doctrine of adaptation as a theory of social progress,BHL,1,369,333,36,2,24,10,0
57403,1910_1929,1915,"The periodicity and distribution of radial growth in trees and their relation to the development of ""annual"" rings",BHL,1,48,48,0,0,0,0,1
61535,1910_1929,1915,A laboratory manual and text-book of embryology,BHL,1,579,505,74,0,21,53,0
1041,1910_1929,1915,Modes of research in genetics,BHL,1,142,133,9,0,8,1,1
1775,1910_1929,1915,Elementary textbook of economic zoology and entomology,BHL,1,1200,825,375,0,306,69,0
138291,1910_1929,1915,The eyelids and lachrymal apparatus of birds,BHL,1,55,38,17,0,12,5,1
217545,1910_1929,1915,Observations on the common intestinal protozoa of man : their diagnosis and pathogenicity,BHL,1,86,77,9,0,6,3,1
10351,1910_1929,1915,"The Syrphid of the Ethiopian region based on material in the collection of the British Museum (Natural history), with descriptions of new genera and species",BHL,2,1027,888,139,0,4,135,0
13405,1910_1929,1915,Pine Hills bird notes,BHL,1,195,178,17,1,15,1,1
58585,1910_1929,1915,"Natural history of Hawaii, being an account of the Hawaiian people, the geology and geography of the islands, and the native and introduced plants and animals of the group",BHL,1,1200,1076,124,0,101,23,0
16241,1910_1929,1915,"The fur seals and other life of the Pribilof islands, Alaska, in 1914",BHL,1,1024,971,53,0,53,0,0
49026,1910_1929,1916,Wild life of the world : a descriptive survey of the geographical distribution of animals,BHL,1,1200,964,236,0,164,72,0
52028,1910_1929,1916,"The cruise of the Tomas Barrera; the narrative of a scientific expedition to western Cuba and the Colorados reefs, with observations on the geology, fauna, and flora of the region",BHL,2,932,865,67,0,67,0,0
54196,1910_1929,1916,Outlines of zoology,BHL,1,1200,771,429,0,215,214,0
54246,1910_1929,1916,What is instinct? Some thoughts on telepathy and subconsciousness in animals,BHL,1,424,308,116,5,103,8,0
54264,1910_1929,1916,Wild animal ways,BHL,1,637,621,16,1,15,0,1
54340,1910_1929,1916,The prodromus of Nicolaus Steno's dissertation concerning a solid body enclosed by process of nature within a solid; an English version with an introduction and explanatory notes,BHL,1,117,108,9,0,3,6,1
54981,1910_1929,1916,Judging farm animals,BHL,1,1200,1036,164,0,138,26,0
55625,1910_1929,1916,"A manual of the vertebrate animals of the northern United States : including the district north and east of the Ozark mountains, south of the Laurentian hills, north of the southern boundary of Virgin",BHL,1,1200,1079,121,0,29,92,0
55758,1910_1929,1916,The habitat groups of North American birds in the American Museum of Natural History,BHL,1,105,90,15,0,15,0,1
55809,1910_1929,1916,The pathology and differential diagnosis of infectious diseases of animals : prepared for students and practitioners of veterinary medicine,BHL,1,1200,1161,39,0,34,5,0
55813,1910_1929,1916,Gonadectomy in relation to the secondary sexual characters of some domestic birds,BHL,1,323,313,10,0,5,5,1
55993,1910_1929,1916,A critique of the theory of evolution,BHL,1,204,193,11,0,5,6,1
56750,1910_1929,1916,Productive feeding of farm animals,BHL,1,975,692,283,0,276,7,0
57101,1910_1929,1916,Studies in animal behavior,BHL,2,1317,1084,233,6,192,35,0
57858,1910_1929,1916,"A revolution in egg production, being an exposition of practical, tested and successful methods for continuous laying",BHL,1,307,276,31,0,31,0,0
3747,1910_1929,1916,Form and function : a contribution to the history of animal morphology,BHL,1,1083,834,249,1,66,182,0
34117,1910_1929,1916,Morphology of invertebrate types,BHL,1,614,457,157,0,69,88,0
2497,1910_1929,1916,Mesozoic and Tertiary insects of Queensland and New South Wales. With 6 text-figures and 9 plates,BHL,1,171,159,12,0,3,9,1
4820,1910_1929,1916,The expression of the emotions in man and animals,BHL,1,497,441,56,0,56,0,0
197349,1910_1929,1916,"Scientific reports,. Series C, Zoology and botany",BHL,2,999,936,63,0,7,56,0
13412,1910_1929,1916,A contribution to the ornithology of the Orinoco region,BHL,1,1072,1057,15,0,11,4,1
57106,1910_1929,1916,The sea-trout. A study in natural history,BHL,1,561,542,19,0,13,6,1
13639,1910_1929,1916,The birds of Shakespeare,BHL,1,193,187,6,0,5,1,1
54167,1910_1929,1917,Animal and plant life in Oklahoma,BHL,1,324,306,18,0,18,0,1
15677,1910_1929,1917,Extinct Pennsylvania animals,BHL,2,1282,1263,19,0,19,0,1
55113,1910_1929,1917,"Birds of other lands, reptiles, fishes, jointed animals and lower forms",BHL,1,1200,802,398,0,340,58,0
55215,1910_1929,1917,The animal mind; a text-book of comparative psychology,BHL,1,1200,1045,155,0,127,28,0
55313,1910_1929,1917,The theory of evolution : with special reference to the evidence upon which it is founded,BHL,2,661,521,140,2,100,38,0
55654,1910_1929,1917,"Feeds and feeding abridged : the essentials of the feeding, care, and management of farm animals, including poultry : adapted and condensed from Feeds and feeding (16th ed.)",BHL,1,1200,870,330,1,325,4,0
56133,1910_1929,1917,Morphology of gymnosperms,BHL,1,518,487,31,0,7,24,0
56141,1910_1929,1917,The biology of twins (mammals),BHL,1,299,272,27,0,11,16,1
56528,1910_1929,1917,"McClure's American horse, cattle and sheep doctor; being a full description of the diseases common to these animals, together with a complete list and method of administering the medicines required in",BHL,1,1200,1121,79,0,75,4,0
56839,1910_1929,1917,The feeding of animals,BHL,1,1038,841,197,0,191,6,0
56991,1910_1929,1917,A laboratory manual and text-book of embryology,BHL,1,658,567,91,0,20,71,0
57209,1910_1929,1917,"Hunting dinosaurs in the bad lands of the Red Deer River, Alberta, Canada; a sequel to The life of a fossil hunter",BHL,1,546,519,27,0,25,2,1
57211,1910_1929,1917,"Manual of farm animals; a practical guide to the choosing, breeding, and keep of horses, cattle, sheep, and swine",BHL,1,1200,1033,167,0,162,5,0
57337,1910_1929,1917,"The sterility of cows, its causes and treatment",BHL,1,191,186,5,0,5,0,1
57686,1910_1929,1917,Organism and environment as illustrated by the physiology of breathing,BHL,2,367,321,46,4,21,21,0
57767,1910_1929,1917,The diseases of animals; a book of brief and popular advice on the care and the common ailments of farm animals,BHL,1,1200,1059,141,0,136,5,0
57820,1910_1929,1917,The effect of length of blind alleys on maze learning: an experiment on twenty-four white rates,BHL,1,212,208,4,0,2,2,1
1181,1910_1929,1917,Three lectures on experimental embryology,BHL,1,411,372,39,0,2,37,0
86358,1910_1929,1917,Sperm formation in the domestic animals with consideration of the sterility and fertility in mules,BHL,1,50,41,9,0,3,6,1
1759,1910_1929,1917,The study of animal life,BHL,1,1200,934,266,2,173,91,0
98397,1910_1929,1917,Trapping moles and utilizing their skins : with especial reference to the Pacific Coast states,BHL,1,45,44,1,0,1,0,1
210584,1910_1929,1917,Contributions to embryology,BHL,2,902,849,53,0,21,32,0
145944,1910_1929,1917,The earlier Mesozoic floras of New Zealand,BHL,1,194,188,6,0,0,6,1
13893,1910_1929,1917,"Studies in paleopathology, general consideration of the evidences of pathological conditions found among fossil animals. I",BHL,1,99,97,2,0,2,0,1
25284,1910_1929,1917,"Guide to the British fresh-water fishes exhibited in the Department of Zoology, British Museum (Natural History)",BHL,1,141,115,26,0,6,20,1
46524,1910_1929,1918,Zoological results of a tour in the Far East,BHL,1,336,327,9,0,0,9,1
46674,1910_1929,1918,Molluscan fauna from San Francisco bay,BHL,1,939,923,16,0,10,6,1
13645,1910_1929,1918,"Wild animals of Glacier National Park. The mammals, with notes on physiography and life zones; The birds",BHL,2,2163,1966,197,0,184,13,0
55287,1910_1929,1918,Medical contributions to the study of evolution,BHL,1,567,509,58,0,24,34,0
5383,1910_1929,1918,The structure and development of mosses and ferns (Archegoniatae),BHL,1,788,717,71,0,23,48,0
60895,1910_1929,1918,Animal parasites and human disease,BHL,1,1200,974,226,0,177,49,0
56223,1910_1929,1918,The anatomy of the domestic fowl,BHL,1,942,791,151,0,95,56,0
62562,1910_1929,1918,Effects of the hydrogen ion concentration and oxygen content of water upon regeneration and metabolism in tadpoles,BHL,1,63,62,1,0,1,0,1
66912,1910_1929,1918,"Agricultural bacteriology; a study of the relation of germ life to the farm, with laboratory experiments for students, microorganisms of soil, fertilizers, sewage, water, dairy products, miscellaneous",BHL,1,631,581,50,0,43,7,0
941,1910_1929,1918,"Forced movements, tropisms, and animal conduct.  by Jacques  Loeb",BHL,1,543,482,61,0,55,6,0
1505,1910_1929,1918,The evolution of the earth and its inhabitants; a series delivered before the Yale chapter of the Sigma xi during the academic year 1916-1917,BHL,1,234,194,40,0,35,5,0
3738,1910_1929,1918,The main currents of zoölogy,BHL,1,368,332,36,0,10,26,0
123033,1910_1929,1918,"Regulations for the inspection and quarantine of horses, cattle, sheep, swine, and other animals imported into the United States",BHL,1,91,76,15,0,15,0,1
10739,1910_1929,1918,The causes and course of organic evolution,BHL,1,1200,913,287,1,169,117,0
35795,1910_1929,1918,The mechanism of evolution in leptinotarsa,BHL,1,1200,1128,72,0,19,53,0
46527,1910_1929,1919,"Fossil corals from Central America, Cuba, and Porto Rico : with an account of the American Tertiary, Pleistocene, and recent coral reefs",BHL,1,1200,1172,28,0,3,25,1
53716,1910_1929,1919,The Congo Expedition of the American Museum of Natural History,BHL,1,700,684,16,0,5,11,1
54692,1910_1929,1919,The natural history of South Africa ...,BHL,4,2516,2081,435,9,350,76,0
55203,1910_1929,1919,Snapshots of the wild,BHL,1,575,561,14,0,14,0,1
55495,1910_1929,1919,Secrets of animal life,BHL,1,738,616,122,1,110,11,0
55555,1910_1929,1919,"The ornithology of Chester County, Pennsylvania",BHL,2,633,633,0,0,0,0,1
55557,1910_1929,1919,Through the Brazilian wilderness,BHL,1,753,715,38,0,38,0,0
55972,1910_1929,1919,The new book of birds : an album of natural history,BHL,1,831,790,41,0,40,1,0
56933,1910_1929,1919,Inbreeding and outbreeding : their genetic and sociological significance,BHL,1,449,422,27,0,15,12,1
57408,1910_1929,1919,Animal life and human progress,BHL,1,566,479,87,0,60,27,0
213848,1910_1929,1919,"Scientific reports, series C: zoology and botany",BHL,1,26,26,0,0,0,0,1
66881,1910_1929,1919,Tables for the determination of types and breeds of domestic animals,BHL,1,114,110,4,0,3,1,1
991,1910_1929,1919,"The morphology and evolutional significance of the pineal body : being part I of a contribution to the study of the epiphysis cerebri with an interpretation of the morphological, physiological and cli",BHL,1,570,509,61,0,15,46,0
1503,1910_1929,1919,Inbreeding and outbreeding; their genetic and sociological significance,BHL,1,431,406,25,0,17,8,1
13575,1910_1929,1919,Studies in ichthyology; a monographic review of the family of Atherinidae or silversides,BHL,1,592,549,43,0,0,43,0
14620,1910_1929,1919,A review of the ornithology of Minnesota,BHL,1,444,427,17,0,15,2,1
14967,1910_1929,1919,A handbook to the vertebrate fauna of north Wales,BHL,1,489,488,1,0,1,0,1
199664,1910_1929,1919,"Guide to the gallery of birds in the Department of Zoology, British Museum (Natural History). Part 2, Nesting-series of British birds",BHL,1,328,312,16,0,16,0,1
54036,1910_1929,1920,Experiments in the breeding of cerions,BHL,1,179,174,5,0,2,3,1
54129,1910_1929,1920,A manual of elementary zoology,BHL,1,1200,855,345,0,192,153,0
54457,1910_1929,1920,"South African mammals; a short manual for the use of field naturalists, sportsmen and travellers",BHL,1,743,658,85,0,46,39,0
58790,1910_1929,1920,"Parasites and parasitosis of the domestic animals, the zoölogy and control of the animal parasites and the pathogenesis and treatment of parasitic disease",BHL,1,1200,1019,181,0,139,42,0
55247,1910_1929,1920,Animal castration : a book for the use of students and practitioners,BHL,1,450,404,46,0,42,4,0
55262,1910_1929,1920,Wild creatures of garden and hedgerow,BHL,1,687,599,88,0,87,1,0
55428,1910_1929,1920,The influence of yeast upon fertility and hatchability of hens' eggs,BHL,1,36,35,1,0,1,0,1
55665,1910_1929,1920,Animal husbandry,BHL,1,904,678,226,0,209,17,0
56153,1910_1929,1920,Territory in bird life,BHL,1,617,506,111,0,111,0,0
56532,1910_1929,1920,Vertebrate zoölogy,BHL,1,1200,703,497,0,272,225,0
56571,1910_1929,1920,On the edge of the wilderness; tales of our wild animal neighbors,BHL,1,689,662,27,0,25,2,1
57246,1910_1929,1920,The nature of animal light,BHL,1,379,361,18,0,13,5,1
41835,1910_1929,1920,Types and breeds of farm animals,BHL,1,1200,1136,64,0,58,6,0
80009,1910_1929,1920,Maintenance of the fur supply,BHL,1,68,57,11,0,11,0,1
1344,1910_1929,1920,The system of animate nature; the Gifford lectures delivered in the University of St. Andrews in the years 1915 and 1916,BHL,2,1491,1232,259,10,150,99,0
1429,1910_1929,1920,Experiments in the breeding of cerions,BHL,1,206,202,4,0,2,2,1
1688,1910_1929,1920,Zöology; a textbook for colleges and universities,BHL,1,1200,881,319,0,189,130,0
